# Local Audit Report
# Date: 2026-02-27 15:03:18.919124+00:00
# Network (SSID): Ethernet_or_Unknown
# Avg Latency: 823ms
# Success Rate: 80.5%
# Total Passed: 227

[VLESS] [687ms] vless://309fa273-6579-4cb2-9143-7cad50401eba@45.12.133.61:8443?security=reality&type=tcp&sni=www.cloudflare.com&flow=xtls-rprx-vision&pbk=gZGVp5PUdafgsmi1gawa1yLuha_XhXRc_W9SvPiGmTY&fp=chrome&sid=7cad5040#%5B%F0%9F%87%A8%F0%9F%87%BE%20CY%5D%20%F0%9F%87%A8%F0%9F%87%BE%20Cyprus%20-%20NA%20%F0%9F%8C%8F%20VL-TCP-RLT%204%E2%83%A3
[VLESS] [687ms] vless://e4824193-4f54-453b-d037-88368e85ef0e@104.18.32.47:443?security=tls&type=grpc&sni=pqh30v5.carwashipdir.shop#%5B%F0%9F%9A%A9%20Unknown%5D%20%40v2box
[VLESS] [687ms] vless://cff6f361-828a-43c8-a8b5-8d10b32e57fb@45.130.125.69:8443?security=tls&type=ws&host=zh.hollowspot.ir&path=/&sni=zh.hollowspot.ir#%5B%F0%9F%87%B8%F0%9F%87%A8%20SC%5D%20SDE
[VLESS] [690ms] vless://f23b2b7e-c876-4f7f-bca5-20a4f57c3864@178.162.242.23:443?security=reality&type=tcp&sni=www.jobinvest.ru&flow=xtls-rprx-vision&pbk=SbVKOEMjK0sIlbwg4akyBg5mL5KZwwB-ed4eEE7YnRc&fp=chrome#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5B14940%5D%20-%20Telegram%20%3A%20%40V2All
[VLESS] [699ms] vless://3fa2f5cd-0cbc-4e4f-bce1-a59ae090eef4@192.76.160.216:2280?security=reality&type=tcp&path=/&sni=tgju.org&pbk=3O9CVvzD_0omAKw17VJoL0NlezpzxRAHNIbOWGBto2I&fp=chrome&sid=faf804ddc2e49f6c#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%40chillguy_vpn
[VLESS] [706ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@185.148.104.238:2096?security=tls&type=ws&host=sni.jpmj.dev&sni=sni.jpmj.dev#%5B%F0%9F%87%B7%F0%9F%87%BA%20RU%5D%20VayNora
[VMESS] [713ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlZFx1ZDgzY1x1ZGRmMCBIS10gW09wZW5SYXldIFx1ZDgzY1x1ZGRlZFx1ZDgzY1x1ZGRmMCBISy01NjkiLCAiYWRkIjogIjQ3LjI0My4xMzUuNzQiLCAicG9ydCI6ICI1NTE4NSIsICJpZCI6ICIxMzc1OTg1ZS0zMzRhLTRjMjUtOGY2NC01MmExODJiYzgwMzciLCAiYWlkIjogIjAiLCAic2N5IjogImF1dG8iLCAibmV0IjogIndzIiwgInR5cGUiOiAibm9uZSIsICJob3N0IjogIjQ3LjI0My4xMzUuNzQiLCAicGF0aCI6ICIvTm90aWZfQ2hhdCIsICJ0bHMiOiAiIiwgInNuaSI6ICIiLCAiYWxwbiI6ICIifQ==
[VLESS] [713ms] vless://51ca9749-6c28-4f1d-a3ae-9837d5f48b5b@5.181.177.119:10201?security=reality&type=tcp&host=advertising.apple.com&path=/&sni=advertising.apple.com&flow=xtls-rprx-vision&pbk=yTSzwZ2hpyxSWHDvjjbveS0MnsqzBEKj8UpcZycj1Tc&fp=chrome&sid=7d3f07cd#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%F0%9F%87%B3%F0%9F%87%B1%20%E8%8D%B7%E5%85%B0%2015%20%E2%8C%88wzdnzd/aggregator%E2%8C%8B
[VLESS] [715ms] vless://3bd011c9-c5ec-4024-8aaa-6d79db4e97d3@165.231.193.20:443?security=tls&type=xhttp&sni=ice.fasti.win#%5B%F0%9F%87%AA%F0%9F%87%AA%20EE%5D%20%F0%9F%87%AA%F0%9F%87%AA%20Estonia%20-%20Tallinn%20%F0%9F%8C%8D%20VL-XHTTP-RLT%204%E2%83%A3
[VLESS] [718ms] vless://299ee660-0ad5-4366-9b34-f4bb51eb73ee@194.87.216.140:443?security=reality&type=tcp&sni=www.google.com&flow=xtls-rprx-vision&pbk=nPcUKydxoRI66O3tT9O4QCZpLjOBvkGsiXG7pDX1BBw&fp=chrome&sid=6ba85179e30d4fc2#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%40vpnclashfa%20-%201999
[VLESS] [719ms] vless://352fce66-fd55-4747-893f-9b30b55dc0d7@151.101.194.219:80?type=xhttp&host=hqTm.iR&path=/%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG--%40HqV2RayNG%3Fed%3D2056#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%F0%9F%87%BA%F0%9F%87%B8%20United%20States%20-%20NA%20%F0%9F%8C%8E%20VL-XHTTP-NONE%204%E2%83%A3
[VLESS] [720ms] vless://eb071647-72a6-46be-8e89-ff3d228d52f6@152.53.66.46:443?security=reality&type=tcp&sni=at.jojack.ru&flow=xtls-rprx-vision&pbk=ca5sfJNcjkh3oNt51hRexXbGWgITAqCprGSU-YKCJBA&fp=chrome&sid=8dc4fccb2bcfc99d#%5B%F0%9F%87%A6%F0%9F%87%B9%20AT%5D%20Telegram%20%40Ettehad_vpn
[VLESS] [724ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@172.245.53.232:443?security=tls&type=ws&host=sni.111000.dynv6.net&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.dynv6.net#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%5BOpenRay%5D%20%F0%9F%87%BA%F0%9F%87%B8%20US-12724
[VLESS] [726ms] vless://9a63b59c-5e54-437a-b7a1-2788780a7c13@62.182.196.132:8443?security=reality&type=tcp&host=Join---i10VPN---Join---i10VPN---Join---i10VPN---Join---i10VPN&sni=retn.net&flow=xtls-rprx-vision&pbk=qBcUlVqkzWxGORpDCj_FcNHACi3mrAYTCZeJyVQa5yU&fp=chrome&sid=6b374e33af12fd1e#%5B%F0%9F%87%B8%F0%9F%87%AA%20SE%5D%20%40AliXTso
[VMESS] [735ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzZFx1ZGVhOSBVbmtub3duXSBAdjJyYXlzX2hhIDExNjU2IiwgImFkZCI6ICIxMDQuMjEuNTcuMTIyIiwgInBvcnQiOiAiNDQzIiwgImlkIjogIjlkMjRiMDdjLTcxZjQtNGFhNS05NWFjLTMzMDdjNjk5NTYxOSIsICJhaWQiOiAiMCIsICJzY3kiOiAiYXV0byIsICJuZXQiOiAid3MiLCAidHlwZSI6IG51bGwsICJob3N0IjogIm1ta2k5LmtrMS5jY3d1LmNjIiwgInBhdGgiOiAiL0ZseWRVNzlSbnUwbE5odTFZWmM3eloiLCAidGxzIjogInRscyIsICJzbmkiOiAiIiwgImFscG4iOiAiIn0=
[VLESS] [736ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@162.159.153.231:2096?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%9A%A9%20Unknown%5D%20%F0%9F%9B%A1%20V%2081%20%40Outline_Vpn
[VLESS] [745ms] vless://f1449968-0329-468b-b56b-1c573ac2a767@144.31.4.136:8081?security=reality&type=tcp&sni=www.apple.com&pbk=EJKcPSl0dv7mtU26gg6tUmKPw_aDvO2AHraRgNn6B14&fp=chrome&sid=425ba80cd1a821a8#%5B%F0%9F%87%B5%F0%9F%87%B1%20PL%5D%20%5BOpenRay%5D%20%F0%9F%87%B5%F0%9F%87%B1%20PL-557
[VLESS] [751ms] vless://a36c66e0-b38a-42db-b647-76cb9e544203@173.245.59.53:443?security=tls&type=ws&host=po-7ll.pages.dev&path=/%3Fed%3D2560&sni=po-7ll.pages.dev&fp=chrome#%5B%F0%9F%9A%A9%20Unknown%5D%20telegram%20%7C%20%40Free_World2
[VMESS] [757ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRmMlx1ZDgzY1x1ZGRmZSBNWV0gXHUyNmExXHVmZTBmVGVsZWdyYW0gPSBAU09Ta2V5TkVUIiwgImFkZCI6ICIyMy4yNy4yOC4xNSIsICJwb3J0IjogIjQ3MjgiLCAiaWQiOiAiOGQyMTUzZDEtODhmNC00OGJkLWFjNjMtYjY1YjBkZGJkNjYyIiwgImFpZCI6ICIwIiwgInNjeSI6ICJhdXRvIiwgIm5ldCI6ICJ3cyIsICJ0eXBlIjogIm5vbmUiLCAiaG9zdCI6ICIiLCAicGF0aCI6ICIvIiwgInRscyI6ICIiLCAic25pIjogIiIsICJhbHBuIjogIiJ9
[VMESS] [759ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRmMlx1ZDgzY1x1ZGRmZSBNWV0gXHUyNmExXHVmZTBmVGVsZWdyYW0gPSBAU09Ta2V5TkVUIiwgImFkZCI6ICIyMy4yNy4yOC4xNSIsICJwb3J0IjogIjQ3MjgiLCAiaWQiOiAiOGQyMTUzZDEtODhmNC00OGJkLWFjNjMtYjY1YjBkZGJkNjYyIiwgImFpZCI6ICIwIiwgInNjeSI6ICJhdXRvIiwgIm5ldCI6ICJ3cyIsICJ0eXBlIjogIm5vbmUiLCAiaG9zdCI6ICIyMy4yNy4yOC4xNSIsICJwYXRoIjogIi8iLCAidGxzIjogIiIsICJzbmkiOiAiIiwgImFscG4iOiAiIn0=
[VLESS] [767ms] vless://dd0cfef0-fda9-47ec-8a65-49d7bc004f82@104.21.18.41:443?security=tls&type=ws&host=mitivpn-2.nic3-1.workers.dev&path=/--Telegram---%40MiTiVPN/---%40MiTiVPN%3F/Telegram-MTMVPN---Telegram-MTMVPN---Telegram-MTMVPN---Telegram-MTMVPN---Telegram-MTMVPN---Telegram-MTMVPN---Telegram-MTMVPN%3Fed%3D2560&sni=nic3-1.workers.dev&fp=chrome#%5B%F0%9F%9A%A9%20Unknown%5D%20%254VPNFARDAD
[VLESS] [769ms] vless://990e5a63-71e4-4dca-b110-ea8f9bf9f54b@93.114.98.171:443?security=reality&type=tcp&sni=www.amd.com&flow=xtls-rprx-vision&pbk=9hLM71lkMgoCAzQJ2WBv5TXI_4Lucl5DctQveS85A0Q&fp=chrome&sid=1c#%5B%F0%9F%87%B9%F0%9F%87%B7%20TR%5D%20%5BOpenRay%5D%20%F0%9F%87%B9%F0%9F%87%B7%20TR-111
[VLESS] [774ms] vless://d8dd94fd-540e-461d-b5d4-acebef02c22a@38.22.92.72:34045?security=reality&type=tcp&sni=visit-this-invitation-link-to-join-tg-enkelte-notif.ekt.me&pbk=cDaDzPr3PlS3NM8lreHZbdo-Mhqz8vMBzMSkHXhGIUA&fp=chrome&sid=e8ab71d0#%5B%F0%9F%87%AD%F0%9F%87%B0%20HK%5D%20%F0%9F%87%AD%F0%9F%87%B0%20Hong%20Kong%20-%20Hong%20Kong%20%F0%9F%8C%8F%20VL-TCP-RLT%204%E2%83%A3
[VLESS] [779ms] vless://ccedb1b1-35f3-46d1-a85a-c699eef5f3e1@5.254.85.152:443?security=reality&type=tcp&sni=germany.scroogethebest.com&flow=xtls-rprx-vision&pbk=AYQOZFxjvHN-RIzKYEibwFiFsp03cdlWGdCmyFfuNVc&fp=chrome&sid=4fa44664f6a566d3#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20All-%40V2rayAlpha-12
[VLESS] [779ms] vless://8e0d168b-f984-0bb8-865f-88b9a46fb48f@37.139.33.125:443?security=reality&type=tcp&sni=max.ru&flow=xtls-rprx-vision&pbk=4CH3o5zOMcFNMbnwXnkAg0FFepmsc0QzhahXkUzb1ik&fp=qq&sid=d8c6b58bcbb0c323#%5B%F0%9F%87%B7%F0%9F%87%BA%20RU%5D%20%40vpnclashfa%20-%203200
[VLESS] [783ms] vless://a90f4742-2f30-47b5-9f17-b6ab04cc98e8@93.94.51.13:25451?security=reality&type=tcp&sni=yandex.ru&pbk=JlMOb8hVg1VOrRlMLdXpv8IADp-R4I-cIT856hz_Cg0&fp=chrome&sid=f686d19cd7b8b3df#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20Telegram%20%40Ettehad_vpn
[VLESS] [788ms] vless://899251ca-be66-4d21-84d8-bd7fbf10150b@195.133.88.238:61809?security=reality&type=tcp&sni=yandex.ru&pbk=0Orr9QAz2hKT1K6aKa64azrlgdh4DMkwvTRg1FacNAI&fp=chrome&sid=741a96cc25132fe3#%5B%F0%9F%87%A6%F0%9F%87%B9%20AT%5D%20%5B14942%5D%20-%20Telegram%20%3A%20%40V2All
[VLESS] [789ms] vless://e384913f-8863-47b4-8858-a84b68abb4a6@144.31.130.42:23335?security=reality&type=tcp&sni=icloud.com&flow=xtls-rprx-vision&pbk=7Gi8eiUU9TIVbGuvSU16gl5-Aqt7tcCSB9x6CSxyvik&fp=edge&sid=67b1e94e4dd1ef90#%5B%F0%9F%87%B8%F0%9F%87%AA%20SE%5D%20%40vpnclashfa%20-%204041
[VMESS] [790ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRmMlx1ZDgzY1x1ZGRmZSBNWV0gXHUyNmExXHVmZTBmVGVsZWdyYW0gPSBAU09Ta2V5TkVUIiwgImFkZCI6ICIyMy4yNy4yOC4xNSIsICJwb3J0IjogIjM3MjEiLCAiaWQiOiAiNzY5MmMwNGEtY2QwYy00ZTEyLWJmZDAtOTliZWNjMWY3ZTkyIiwgImFpZCI6ICIwIiwgInNjeSI6ICJhdXRvIiwgIm5ldCI6ICJ3cyIsICJ0eXBlIjogIm5vbmUiLCAiaG9zdCI6ICIiLCAicGF0aCI6ICIvIiwgInRscyI6ICIiLCAic25pIjogIiIsICJhbHBuIjogIiJ9
[VLESS] [794ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@144.24.9.81:12169?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%5BOpenRay%5D%20%F0%9F%87%BA%F0%9F%87%B8%20US-12132
[VLESS] [794ms] vless://48ff2b70-e180-582f-8866-d9a2edeed5f5@51.158.206.103:23576?security=reality&type=tcp&sni=fuck.rkn&flow=xtls-rprx-vision&pbk=1y5h2FGWKXTJ9xLPCqPo6Mw7RxoZzh6fGkEQKNxpZ3s&fp=chrome&sid=01#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%40v2box
[VLESS] [796ms] vless://e384913f-8863-47b4-8858-a84b68abb4a6@144.31.130.59:23335?security=reality&type=tcp&sni=icloud.com&flow=xtls-rprx-vision&pbk=7Gi8eiUU9TIVbGuvSU16gl5-Aqt7tcCSB9x6CSxyvik&fp=chrome&sid=67b1e94e4dd1ef90#%5B%F0%9F%87%B8%F0%9F%87%AA%20SE%5D%20%F0%9F%87%BA%F0%9F%87%B8%20_US_%E7%BE%8E%E5%9B%BD%20-547
[VLESS] [798ms] vless://ccedb1b1-35f3-46d1-a85a-c699eef5f3e1@5.254.85.151:443?security=reality&type=tcp&sni=germany.scroogethebest.com&flow=xtls-rprx-vision&pbk=AYQOZFxjvHN-RIzKYEibwFiFsp03cdlWGdCmyFfuNVc&fp=chrome&sid=4fa44664f6a566d3#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20Telegram%20%40Ettehad_vpn
[VLESS] [804ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@57.129.47.11:2053?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BVLESS%20362%5D%20%40ResistalProxy
[VLESS] [804ms] vless://d7dbeb1e-268c-465c-8f59-489f14703efd@5.182.36.251:16331?security=reality&type=tcp&sni=yahoo.com&pbk=wYtc0dMr5fw5bBQkbLNpTqtu0m4B9NKnOyEWjRJUmzk&fp=chrome&sid=910aab#%5B%F0%9F%87%B7%F0%9F%87%BA%20RU%5D%20%F0%9F%87%B7%F0%9F%87%BA%20Russian%20Federation%20-%20NA%20%F0%9F%8C%8D%20VL-TCP-RLT%204%E2%83%A3
[VLESS] [809ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@57.129.47.78:2053?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560&sni=sni.111000.indevs.in#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BVLESS%20363%5D%20%40ResistalProxy
[VLESS] [812ms] vless://e384913f-8863-47b4-8858-a84b68abb4a6@185.147.26.14:23335?security=reality&type=tcp&sni=icloud.com&flow=xtls-rprx-vision&pbk=7Gi8eiUU9TIVbGuvSU16gl5-Aqt7tcCSB9x6CSxyvik&fp=chrome&sid=67b1e94e4dd1ef90#%5B%F0%9F%87%AA%F0%9F%87%B8%20ES%5D%20%40filtershekanfilm
[VLESS] [812ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@192.193.104.25:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560&sni=sni.111000.indevs.in#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20https%3A//t.me/allproconf
[VLESS] [822ms] vless://c969d512-3a01-4111-be18-cdf5c7b3eb16@88.216.214.27:443?security=reality&type=tcp&sni=www.google.com&flow=xtls-rprx-vision&pbk=txcPGNTnPHMTQUwy58mHRRLgI3b_hgdy0Jalepsnzn0&fp=chrome&sid=eb5495aa#%5B%F0%9F%87%B8%F0%9F%87%AA%20SE%5D%20V2rayNg_madam
[VMESS] [825ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlOVx1ZDgzY1x1ZGRlYSBERV0gQHZwbmNsYXNoZmEgLSA3NTNcbiIsICJhZGQiOiAiNTcuMTI5LjU5LjIwMSIsICJwb3J0IjogIjQ0MyIsICJpZCI6ICIwM2ZjYzYxOC1iOTNkLTY3OTYtNmFlZC04YTM4Yzk3NWQ1ODEiLCAiYWlkIjogIjAiLCAic2N5IjogImF1dG8iLCAibmV0IjogIndzIiwgInR5cGUiOiAiIiwgImhvc3QiOiAia2FtcG9uZy5vcmciLCAicGF0aCI6ICJsaW5rdndzIiwgInRscyI6ICJ0bHMiLCAic25pIjogImthbXBvbmcub3JnIiwgImFscG4iOiAiIn0=
[VMESS] [827ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlOVx1ZDgzY1x1ZGRlYSBERV0gQHZwbmNsYXNoZmEgLSA3MzVcbiIsICJhZGQiOiAiNTcuMTI5LjI1LjIwIiwgInBvcnQiOiAiNDQzIiwgImlkIjogIjAzZmNjNjE4LWI5M2QtNjc5Ni02YWVkLThhMzhjOTc1ZDU4MSIsICJhaWQiOiAiMCIsICJzY3kiOiAiYXV0byIsICJuZXQiOiAid3MiLCAidHlwZSI6ICIiLCAiaG9zdCI6ICI1Ny4xMjkuMjUuMjAiLCAicGF0aCI6ICJsaW5rdndzIiwgInRscyI6ICJ0bHMiLCAic25pIjogIjU3LjEyOS4yNS4yMCIsICJhbHBuIjogIiJ9
[VMESS] [832ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlOVx1ZDgzY1x1ZGRlYSBERV0gQHZwbmNsYXNoZmEgLSA3NDJcbiIsICJhZGQiOiAiNTcuMTI5LjI4LjIxNCIsICJwb3J0IjogIjQ0MyIsICJpZCI6ICIwM2ZjYzYxOC1iOTNkLTY3OTYtNmFlZC04YTM4Yzk3NWQ1ODEiLCAiYWlkIjogIjAiLCAic2N5IjogImF1dG8iLCAibmV0IjogIndzIiwgInR5cGUiOiAiIiwgImhvc3QiOiAia2FtcG9uZy5vcmciLCAicGF0aCI6ICJsaW5rdndzIiwgInRscyI6ICJ0bHMiLCAic25pIjogImthbXBvbmcub3JnIiwgImFscG4iOiAiIn0=
[VLESS] [834ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@57.128.177.185:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BVLESS%20345%5D%20%40ResistalProxy
[VLESS] [834ms] vless://8b648e4c-ac38-4809-951b-e1c8862b13d1@45.149.115.148:443?security=reality&type=tcp&sni=google.com&flow=xtls-rprx-vision&pbk=0pX0dvxDHHJS2uK0t_SHauP1LB65JsRD1kQp9MK9vjI&fp=chrome&sid=96#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20Telegram%20%40Ettehad_vpn
[VMESS] [839ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlYlx1ZDgzY1x1ZGRmNyBGUl0gQHZwbmNsYXNoZmEgLSA4MjdcbiIsICJhZGQiOiAiMTQxLjk0LjE1NS4yMjkiLCAicG9ydCI6ICI0NDMiLCAiaWQiOiAiMDNmY2M2MTgtYjkzZC02Nzk2LTZhZWQtOGEzOGM5NzVkNTgxIiwgImFpZCI6ICIwIiwgInNjeSI6ICJhdXRvIiwgIm5ldCI6ICJ3cyIsICJ0eXBlIjogIiIsICJob3N0IjogInBlbGFuZy5vcmciLCAicGF0aCI6ICJsaW5rdndzIiwgInRscyI6ICJ0bHMiLCAic25pIjogInBlbGFuZy5vcmciLCAiYWxwbiI6ICIifQ==
[VLESS] [840ms] vless://53fa2131-611e-413f-8b1a-3aed45529a52@158.160.171.167:443?security=reality&type=tcp&sni=84.img.avito.st&flow=xtls-rprx-vision&pbk=w8WltGLAGvOi6tsvnTQ80309byZo0Wo_Gs3fr8F6ixE&fp=chrome&sid=331a54c7ab4b#%5B%F0%9F%87%B7%F0%9F%87%BA%20RU%5D%20%40meliproxyy
[VLESS] [843ms] vless://cef12ad2-fb16-4ace-ab26-2a026d40a7d2@144.31.74.41:8443?security=reality&type=grpc&sni=sun6-21.userapi.com&pbk=LB2i67ErtJPlIIDeDHlGvSip6-qPJLH9HzYju5fZ32c&fp=chrome&sid=2916#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%F0%9F%87%A9%F0%9F%87%AA%20Germany%20%E2%80%94%20%23115
[VLESS] [844ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@57.128.181.14:443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BVLESS%20349%5D%20%40ResistalProxy
[VLESS] [854ms] vless://ec5796b3-678b-4b11-9c1d-a53171dfd897@178.253.32.192:8443?security=reality&type=tcp&sni=icloud.com&flow=xtls-rprx-vision&pbk=AxYlyUcDYmVY5zuzWnYUJdTIm6mr76P-RQJjwCgAazw&fp=chrome&sid=43be8422bc11fb50#%5B%F0%9F%87%B2%F0%9F%87%B4%20MO%5D%20%F0%9F%87%B2%F0%9F%87%B4%20%E6%BE%B3%E9%97%A8%20Macao-01%20-220
[VLESS] [860ms] vless://f543249e-7184-4a30-b7f0-415e7d3fac9c@103.88.243.139:443?security=reality&type=tcp&host=Join---i10VPN---Join---i10VPN---Join---i10VPN---Join---i10VPN&sni=www.microsoft.com&flow=xtls-rprx-vision&pbk=QQjjMtGGaYBBe8aXVktruvjCHpngXb1tGWSZb4qXeA4&fp=chrome&sid=04d0bb1e#%5B%F0%9F%87%B7%F0%9F%87%BA%20RU%5D%20%40filembad
[VMESS] [860ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlOVx1ZDgzY1x1ZGRlYSBERV0gQHZwbmNsYXNoZmEgLSA3MzJcbiIsICJhZGQiOiAiNTcuMTI5LjI0LjEzMSIsICJwb3J0IjogIjQ0MyIsICJpZCI6ICIwM2ZjYzYxOC1iOTNkLTY3OTYtNmFlZC04YTM4Yzk3NWQ1ODEiLCAiYWlkIjogIjAiLCAic2N5IjogImF1dG8iLCAibmV0IjogIndzIiwgInR5cGUiOiAiIiwgImhvc3QiOiAia2FtcG9uZy5vcmciLCAicGF0aCI6ICJsaW5rdndzIiwgInRscyI6ICJ0bHMiLCAic25pIjogImthbXBvbmcub3JnIiwgImFscG4iOiAiIn0=
[VLESS] [862ms] vless://c1e66fa3-951b-436c-a95a-b2abbaecb195@93.94.51.11:53320?security=reality&type=tcp&sni=yandex.ru&pbk=xrzsSwm-PkWv-DgyaFCVd_QELA6YFBtvaDOlQCd7Sj8&fp=chrome&sid=e4656850eaed4e86#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20Telegram%20%40Ettehad_vpn
[VLESS] [867ms] vless://2bfe58f7-da1d-45df-ab43-7c665b20ee29@104.21.17.25:443?security=tls&type=ws&host=vvvbbbnhj.taipei102.indevs.in&path=/391sfnZ2bBhmKb8nOkg&sni=vvvbbbnhj.taipei102.indevs.in&fp=chrome#%5B%F0%9F%9A%A9%20Unknown%5D%20%40v2rays_ha%2011649
[VLESS] [871ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@57.128.181.18:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy&fp=chrome#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BVLESS%20351%5D%20%40ResistalProxy
[VLESS] [875ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@82.115.7.107:443?security=tls&type=ws&host=sni.111000.dynv6.net&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%40WangCai2&sni=sni.111000.dynv6.net#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%5BVLESS%20377%5D%20%40ResistalProxy
[VLESS] [876ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@57.128.176.87:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BVLESS%20344%5D%20%40ResistalProxy
[VLESS] [876ms] vless://f543249e-7184-4a30-b7f0-415e7d3fac9c@103.88.243.139:443?security=reality&type=tcp&host=Join---AliXTso---Join---AliXTso---Join---AliXTso---Join---AliXTso&sni=www.microsoft.com&flow=xtls-rprx-vision&pbk=QQjjMtGGaYBBe8aXVktruvjCHpngXb1tGWSZb4qXeA4&fp=chrome&sid=04d0bb1e#%5B%F0%9F%87%B7%F0%9F%87%BA%20RU%5D%20%40AliXTso
